"","InfantID","Event1","Event2","Event1T","Event1N","Event1C","Event1X","Event1R","Event2T","Event2N","Event2C","Event2X","Event2R","Event1Adult","Event2Adult","Event1Infant","Event2Infant","Event1CvX","Event1RvX","Event1RvC","Event2CvX","Event2RvX","Event2RvC"
"19","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"20","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"21","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"22","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"23","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"24","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"25","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"26","WW04","P","U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"27","WW04","U","U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"28","WW04","U","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"29","WW04","P","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"30","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"31","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"32","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"33","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"34","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"35","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"36","WW04","P","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"37","WW04","C","X",0,0,1,0,0,0,0,0,1,0,0,0,1,1,"1","NA","0","0","0","NA"
"38","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"39","WW04","P","R",0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","1","1"
"40","WW04","R","R",0,0,0,0,1,0,0,0,0,1,0,0,1,1,"NA","1","1","NA","1","1"
"41","WW04","R","R",0,0,0,0,1,0,0,0,0,1,0,0,1,1,"NA","1","1","NA","1","1"
"42","WW04","R","P",0,0,0,0,1,0,0,0,0,0,0,0,1,0,"NA","1","1","NA","NA","NA"
"43","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"44","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"45","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"46","WW04","P","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"47","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"48","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"49","WW04","P","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"50","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"51","WW04","P","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"52","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"53","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"54","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"55","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"56","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"57","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"58","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"59","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"60","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"61","WW04","X","C",0,0,0,1,0,0,0,1,0,0,0,0,1,1,"0","0","NA","1","NA","0"
"62","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"63","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"64","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"65","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"66","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"67","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"68","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"69","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"70","WW04","P","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"71","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"72","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"73","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"74","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"75","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"76","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"77","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"78","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"79","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"80","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"81","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"82","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"83","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"84","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"85","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"86","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"87","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"88","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"89","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"90","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"91","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"92","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"93","WW04","X","R",0,0,0,1,0,0,0,0,0,1,0,0,1,1,"0","0","NA","NA","1","1"
"94","WW04","R","P",0,0,0,0,1,0,0,0,0,0,0,0,1,0,"NA","1","1","NA","NA","NA"
"95","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"96","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"97","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"98","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"99","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"100","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"101","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"102","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"103","WW04","P","R",0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","1","1"
"104","WW04","R","P",0,0,0,0,1,0,0,0,0,0,0,0,1,0,"NA","1","1","NA","NA","NA"
"105","WW04","P","N",0,0,0,0,0,0,1,0,0,0,0,1,0,0,"NA","NA","NA","NA","NA","NA"
"106","WW04","N","N",0,1,0,0,0,0,1,0,0,0,1,1,0,0,"NA","NA","NA","NA","NA","NA"
"107","WW04","N","N",0,1,0,0,0,0,1,0,0,0,1,1,0,0,"NA","NA","NA","NA","NA","NA"
"108","WW04","N","U",0,1,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","NA","NA","NA","NA"
"109","WW04","U","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"110","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"111","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"112","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"113","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"114","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"115","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"116","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"117","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"118","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"119","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"120","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"121","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"122","WW04","P","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"123","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"124","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"125","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"126","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"127","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"128","WW04","P","U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"129","WW04","U","U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"130","WW04","U","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"131","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"132","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"133","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"134","WW04","P","U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"135","WW04","U","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"136","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"137","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"138","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"139","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"140","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"141","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"142","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"143","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"144","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"145","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"146","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"147","WW04","P","R",0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","1","1"
"148","WW04","R","P",0,0,0,0,1,0,0,0,0,0,0,0,1,0,"NA","1","1","NA","NA","NA"
"149","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"150","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"151","WW04","P","R",0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","1","1"
"152","WW04","X","C",0,0,0,1,0,0,0,1,0,0,0,0,1,1,"0","0","NA","1","NA","0"
"153","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"154","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"155","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"156","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"157","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"158","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"159","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"160","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"161","WW04","P","R",0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","1","1"
"162","WW04","R","P",0,0,0,0,1,0,0,0,0,0,0,0,1,0,"NA","1","1","NA","NA","NA"
"163","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"164","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"165","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"166","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"167","WW04","P","T",0,0,0,0,0,1,0,0,0,0,0,1,0,0,"NA","NA","NA","NA","NA","NA"
"168","WW04","T","X",1,0,0,0,0,0,0,0,1,0,1,0,0,1,"NA","NA","NA","0","0","NA"
"169","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"170","WW04","X","T",0,0,0,1,0,1,0,0,0,0,0,1,1,0,"0","0","NA","NA","NA","NA"
"171","WW04","T","C",1,0,0,0,0,0,0,1,0,0,1,0,0,1,"NA","NA","NA","1","NA","0"
"172","WW04","C","T",0,0,1,0,0,1,0,0,0,0,0,1,1,0,"1","NA","0","NA","NA","NA"
"173","WW04","T","P",1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","NA","NA","NA","NA"
"174","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"175","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"176","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"177","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"178","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"179","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"180","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"181","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"182","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"183","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"184","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"185","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"186","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"187","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"188","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"189","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"190","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"191","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"192","WW04","P","T",0,0,0,0,0,1,0,0,0,0,0,1,0,0,"NA","NA","NA","NA","NA","NA"
"193","WW04","T","P",1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","NA","NA","NA","NA"
"194","WW04","P","C",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","1","NA","0"
"195","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"196","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"197","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"198","WW04","C","C",0,0,1,0,0,0,0,1,0,0,0,0,1,1,"1","NA","0","1","NA","0"
"199","WW04","C","P",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1","NA","0","NA","NA","NA"
"200","WW04","P","N",0,0,0,0,0,0,1,0,0,0,0,1,0,0,"NA","NA","NA","NA","NA","NA"
"201","WW04","N","X",0,1,0,0,0,0,0,0,1,0,1,0,0,1,"NA","NA","NA","0","0","NA"
"202","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"203","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"204","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"205","WW04","P","N",0,0,0,0,0,0,1,0,0,0,0,1,0,0,"NA","NA","NA","NA","NA","NA"
"206","WW04","N","N",0,1,0,0,0,0,1,0,0,0,1,1,0,0,"NA","NA","NA","NA","NA","NA"
"207","WW04","N","P",0,1,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","NA","NA","NA","NA"
"208","WW04","P","T",0,0,0,0,0,1,0,0,0,0,0,1,0,0,"NA","NA","NA","NA","NA","NA"
"209","WW04","T","X",1,0,0,0,0,0,0,0,1,0,1,0,0,1,"NA","NA","NA","0","0","NA"
"210","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"211","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"212","WW04","X","C",0,0,0,1,0,0,0,1,0,0,0,0,1,1,"0","0","NA","1","NA","0"
"213","WW04","C","N",0,0,1,0,0,0,1,0,0,0,0,1,1,0,"1","NA","0","NA","NA","NA"
"214","WW04","N","P",0,1,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","NA","NA","NA","NA"
"215","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"216","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"217","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"218","WW04","X","R",0,0,0,1,0,0,0,0,0,1,0,0,1,1,"0","0","NA","NA","1","1"
"219","WW04","R","X",0,0,0,0,1,0,0,0,1,0,0,0,1,1,"NA","1","1","0","0","NA"
"220","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"221","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"222","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"223","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"224","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"225","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"226","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"227","WW04","P","R",0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","1","1"
"228","WW04","R","X",0,0,0,0,1,0,0,0,1,0,0,0,1,1,"NA","1","1","0","0","NA"
"229","WW04","X","X",0,0,0,1,0,0,0,0,1,0,0,0,1,1,"0","0","NA","0","0","NA"
"230","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"231","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"232","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"233","WW04","P","X",0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","NA","NA","0","0","NA"
"234","WW04","X","P",0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0","0","NA","NA","NA","NA"
"235","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"236","WW04","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA"
"237","WW04","P","N",0,0,0,0,0,0,1,0,0,0,0,1,0,0,"NA","NA","NA","NA","NA","NA"
